pheno_id	full_code	short_code	description	unique_description	type	n	n_cases	n_controls	source
1906	22617_1135-Job_SOC_coding_Personnel_training_and_industrial_relations_managers	22617_1135	Job SOC coding: Personnel, training and industrial relations managers	Job SOC coding: Personnel, training and industrial relations managers	binary	91149	1169.0	89980.0	UK Biobank
1907	22617_1136-Job_SOC_coding_Information_and_communication_technology_managers	22617_1136	Job SOC coding: Information and communication technology managers	Job SOC coding: Information and communication technology managers	binary	91149	1634.0	89515.0	UK Biobank
1908	22617_1137-Job_SOC_coding_Research_and_development_managers	22617_1137	Job SOC coding: Research and development managers	Job SOC coding: Research and development managers	binary	91149	1276.0	89873.0	UK Biobank
1909	22617_1141-Job_SOC_coding_Quality_assurance_managers	22617_1141	Job SOC coding: Quality assurance managers	Job SOC coding: Quality assurance managers	binary	91149	395.0	90754.0	UK Biobank
1910	22617_1142-Job_SOC_coding_Customer_care_managers	22617_1142	Job SOC coding: Customer care managers	Job SOC coding: Customer care managers	binary	91149	535.0	90614.0	UK Biobank
1911	22617_1151-Job_SOC_coding_Financial_institution_managers	22617_1151	Job SOC coding: Financial institution managers	Job SOC coding: Financial institution managers	binary	91149	1320.0	89829.0	UK Biobank
1912	22617_1152-Job_SOC_coding_Office_managers	22617_1152	Job SOC coding: Office managers	Job SOC coding: Office managers	binary	91149	1121.0	90028.0	UK Biobank
1913	22617_1161-Job_SOC_coding_Transport_and_distribution_managers	22617_1161	Job SOC coding: Transport and distribution managers	Job SOC coding: Transport and distribution managers	binary	91149	507.0	90642.0	UK Biobank
1914	22617_1162-Job_SOC_coding_Storage_and_warehouse_managers	22617_1162	Job SOC coding: Storage and warehouse managers	Job SOC coding: Storage and warehouse managers	binary	91149	186.0	90963.0	UK Biobank
1915	22617_1163-Job_SOC_coding_Retail_and_wholesale_managers	22617_1163	Job SOC coding: Retail and wholesale managers	Job SOC coding: Retail and wholesale managers	binary	91149	1753.0	89396.0	UK Biobank
1916	22617_1171-Job_SOC_coding_Officers_in_armed_forces	22617_1171	Job SOC coding: Officers in armed forces	Job SOC coding: Officers in armed forces	binary	91149	579.0	90570.0	UK Biobank
1917	22617_1172-Job_SOC_coding_Police_officers_inspectors_and_above	22617_1172	Job SOC coding: Police officers (inspectors and above)	Job SOC coding: Police officers (inspectors and above)	binary	91149	369.0	90780.0	UK Biobank
1918	22617_1173-Job_SOC_coding_Senior_officers_in_fire_ambulance_prison_and_related_services	22617_1173	Job SOC coding: Senior officers in fire, ambulance, prison and related services	Job SOC coding: Senior officers in fire, ambulance, prison and related services	binary	91149	236.0	90913.0	UK Biobank
1919	22617_1181-Job_SOC_coding_Hospital_and_health_service_managers	22617_1181	Job SOC coding: Hospital and health service managers	Job SOC coding: Hospital and health service managers	binary	91149	970.0	90179.0	UK Biobank
1920	22617_1183-Job_SOC_coding_Healthcare_practice_managers	22617_1183	Job SOC coding: Healthcare practice managers	Job SOC coding: Healthcare practice managers	binary	91149	191.0	90958.0	UK Biobank
1921	22617_1184-Job_SOC_coding_Social_services_managers	22617_1184	Job SOC coding: Social services managers	Job SOC coding: Social services managers	binary	91149	746.0	90403.0	UK Biobank
1922	22617_1185-Job_SOC_coding_Residential_and_day_care_managers	22617_1185	Job SOC coding: Residential and day care managers	Job SOC coding: Residential and day care managers	binary	91149	374.0	90775.0	UK Biobank
1923	22617_1211-Job_SOC_coding_Farm_managers	22617_1211	Job SOC coding: Farm managers	Job SOC coding: Farm managers	binary	91149	169.0	90980.0	UK Biobank
1924	22617_1221-Job_SOC_coding_Hotel_and_accommodation_managers	22617_1221	Job SOC coding: Hotel and accommodation managers	Job SOC coding: Hotel and accommodation managers	binary	91149	402.0	90747.0	UK Biobank
1925	22617_1222-Job_SOC_coding_Conference_and_exhibition_managers	22617_1222	Job SOC coding: Conference and exhibition managers	Job SOC coding: Conference and exhibition managers	binary	91149	104.0	91045.0	UK Biobank
1926	22617_1223-Job_SOC_coding_Restaurant_and_catering_managers	22617_1223	Job SOC coding: Restaurant and catering managers	Job SOC coding: Restaurant and catering managers	binary	91149	570.0	90579.0	UK Biobank
1927	22617_1224-Job_SOC_coding_Publicans_and_managers_of_licensed_premises	22617_1224	Job SOC coding: Publicans and managers of licensed premises	Job SOC coding: Publicans and managers of licensed premises	binary	91149	421.0	90728.0	UK Biobank
1928	22617_1225-Job_SOC_coding_Leisure_and_sports_managers	22617_1225	Job SOC coding: Leisure and sports managers	Job SOC coding: Leisure and sports managers	binary	91149	358.0	90791.0	UK Biobank
1929	22617_1226-Job_SOC_coding_Travel_agency_managers	22617_1226	Job SOC coding: Travel agency managers	Job SOC coding: Travel agency managers	binary	91149	176.0	90973.0	UK Biobank
1930	22617_1231-Job_SOC_coding_Property_housing_and_land_managers	22617_1231	Job SOC coding: Property, housing and land managers	Job SOC coding: Property, housing and land managers	binary	91149	348.0	90801.0	UK Biobank
1931	22617_1232-Job_SOC_coding_Garage_managers_and_proprietors	22617_1232	Job SOC coding: Garage managers and proprietors	Job SOC coding: Garage managers and proprietors	binary	91149	213.0	90936.0	UK Biobank
1932	22617_1233-Job_SOC_coding_Hairdressing_and_beauty_salon_managers_and_proprietors	22617_1233	Job SOC coding: Hairdressing and beauty salon managers and proprietors	Job SOC coding: Hairdressing and beauty salon managers and proprietors	binary	91149	270.0	90879.0	UK Biobank
1933	22617_1234-Job_SOC_coding_Shopkeepers_and_wholesaleretail_dealers	22617_1234	Job SOC coding: Shopkeepers and wholesale/retail dealers	Job SOC coding: Shopkeepers and wholesale/retail dealers	binary	91149	1467.0	89682.0	UK Biobank
1934	22617_2111-Job_SOC_coding_Chemists	22617_2111	Job SOC coding: Chemists	Job SOC coding: Chemists	binary	91149	1080.0	90069.0	UK Biobank
1935	22617_2112-Job_SOC_coding_Biological_scientists_and_biochemists	22617_2112	Job SOC coding: Biological scientists and biochemists	Job SOC coding: Biological scientists and biochemists	binary	91149	1067.0	90082.0	UK Biobank
1936	22617_2113-Job_SOC_coding_Physicists_geologists_and_meteorologists	22617_2113	Job SOC coding: Physicists, geologists and meteorologists	Job SOC coding: Physicists, geologists and meteorologists	binary	91149	733.0	90416.0	UK Biobank
1937	22617_2121-Job_SOC_coding_Civil_engineers	22617_2121	Job SOC coding: Civil engineers	Job SOC coding: Civil engineers	binary	91149	935.0	90214.0	UK Biobank
1938	22617_2122-Job_SOC_coding_Mechanical_engineers	22617_2122	Job SOC coding: Mechanical engineers	Job SOC coding: Mechanical engineers	binary	91149	1595.0	89554.0	UK Biobank
1939	22617_2123-Job_SOC_coding_Electrical_engineers	22617_2123	Job SOC coding: Electrical engineers	Job SOC coding: Electrical engineers	binary	91149	667.0	90482.0	UK Biobank
1940	22617_2124-Job_SOC_coding_Electronics_engineers	22617_2124	Job SOC coding: Electronics engineers	Job SOC coding: Electronics engineers	binary	91149	931.0	90218.0	UK Biobank
1941	22617_2125-Job_SOC_coding_Chemical_engineers	22617_2125	Job SOC coding: Chemical engineers	Job SOC coding: Chemical engineers	binary	91149	258.0	90891.0	UK Biobank
1942	22617_2126-Job_SOC_coding_Design_and_development_engineers	22617_2126	Job SOC coding: Design and development engineers	Job SOC coding: Design and development engineers	binary	91149	606.0	90543.0	UK Biobank
1943	22617_2127-Job_SOC_coding_Production_and_process_engineers	22617_2127	Job SOC coding: Production and process engineers	Job SOC coding: Production and process engineers	binary	91149	470.0	90679.0	UK Biobank
1944	22617_2128-Job_SOC_coding_Planning_and_quality_control_engineers	22617_2128	Job SOC coding: Planning and quality control engineers	Job SOC coding: Planning and quality control engineers	binary	91149	333.0	90816.0	UK Biobank
1945	22617_2129-Job_SOC_coding_Engineering_professionals_nec	22617_2129	Job SOC coding: Engineering professionals n.e.c.	Job SOC coding: Engineering professionals n.e.c.	binary	91149	756.0	90393.0	UK Biobank
1946	22617_2131-Job_SOC_coding_IT_strategy_and_planning_professionals	22617_2131	Job SOC coding: IT strategy and planning professionals	Job SOC coding: IT strategy and planning professionals	binary	91149	1863.0	89286.0	UK Biobank
1947	22617_2132-Job_SOC_coding_Software_professionals	22617_2132	Job SOC coding: Software professionals	Job SOC coding: Software professionals	binary	91149	3519.0	87630.0	UK Biobank
1948	22617_2211-Job_SOC_coding_Medical_practitioners	22617_2211	Job SOC coding: Medical practitioners	Job SOC coding: Medical practitioners	binary	91149	1500.0	89649.0	UK Biobank
1949	22617_2212-Job_SOC_coding_Psychologists	22617_2212	Job SOC coding: Psychologists	Job SOC coding: Psychologists	binary	91149	284.0	90865.0	UK Biobank
1950	22617_2213-Job_SOC_coding_Pharmacistspharmacologists	22617_2213	Job SOC coding: Pharmacists/pharmacologists	Job SOC coding: Pharmacists/pharmacologists	binary	91149	410.0	90739.0	UK Biobank
1951	22617_2214-Job_SOC_coding_Ophthalmic_opticians	22617_2214	Job SOC coding: Ophthalmic opticians	Job SOC coding: Ophthalmic opticians	binary	91149	107.0	91042.0	UK Biobank
1952	22617_2215-Job_SOC_coding_Dental_practitioners	22617_2215	Job SOC coding: Dental practitioners	Job SOC coding: Dental practitioners	binary	91149	291.0	90858.0	UK Biobank
1953	22617_2216-Job_SOC_coding_Veterinarians	22617_2216	Job SOC coding: Veterinarians	Job SOC coding: Veterinarians	binary	91149	102.0	91047.0	UK Biobank
1954	22617_2311-Job_SOC_coding_Higher_education_teaching_professionals	22617_2311	Job SOC coding: Higher education teaching professionals	Job SOC coding: Higher education teaching professionals	binary	91149	3100.0	88049.0	UK Biobank
1955	22617_2312-Job_SOC_coding_Further_education_teaching_professionals	22617_2312	Job SOC coding: Further education teaching professionals	Job SOC coding: Further education teaching professionals	binary	91149	2520.0	88629.0	UK Biobank
1956	22617_2313-Job_SOC_coding_Education_officers_school_inspectors	22617_2313	Job SOC coding: Education officers, school inspectors	Job SOC coding: Education officers, school inspectors	binary	91149	1080.0	90069.0	UK Biobank
1957	22617_2314-Job_SOC_coding_Secondary_education_teaching_professionals	22617_2314	Job SOC coding: Secondary education teaching professionals	Job SOC coding: Secondary education teaching professionals	binary	91149	7682.0	83467.0	UK Biobank
1958	22617_2315-Job_SOC_coding_Primary_and_nursery_education_teaching_professionals	22617_2315	Job SOC coding: Primary and nursery education teaching professionals	Job SOC coding: Primary and nursery education teaching professionals	binary	91149	5625.0	85524.0	UK Biobank
1959	22617_2316-Job_SOC_coding_Special_needs_education_teaching_professionals	22617_2316	Job SOC coding: Special needs education teaching professionals	Job SOC coding: Special needs education teaching professionals	binary	91149	1209.0	89940.0	UK Biobank
1960	22617_2317-Job_SOC_coding_Registrars_and_senior_administrators_of_educational_establishments	22617_2317	Job SOC coding: Registrars and senior administrators of educational establishments	Job SOC coding: Registrars and senior administrators of educational establishments	binary	91149	1447.0	89702.0	UK Biobank
1961	22617_2319-Job_SOC_coding_Teaching_professionals_nec	22617_2319	Job SOC coding: Teaching professionals n.e.c.	Job SOC coding: Teaching professionals n.e.c.	binary	91149	1627.0	89522.0	UK Biobank
1962	22617_2321-Job_SOC_coding_Scientific_researchers	22617_2321	Job SOC coding: Scientific researchers	Job SOC coding: Scientific researchers	binary	91149	1190.0	89959.0	UK Biobank
1963	22617_2322-Job_SOC_coding_Social_science_researchers	22617_2322	Job SOC coding: Social science researchers	Job SOC coding: Social science researchers	binary	91149	471.0	90678.0	UK Biobank
1964	22617_2329-Job_SOC_coding_Researchers_nec	22617_2329	Job SOC coding: Researchers n.e.c.	Job SOC coding: Researchers n.e.c.	binary	91149	1028.0	90121.0	UK Biobank
1965	22617_2411-Job_SOC_coding_Solicitors_and_lawyers_judges_and_coroners	22617_2411	Job SOC coding: Solicitors and lawyers, judges and coroners	Job SOC coding: Solicitors and lawyers, judges and coroners	binary	91149	1088.0	90061.0	UK Biobank
1966	22617_2419-Job_SOC_coding_Legal_professionals_nec	22617_2419	Job SOC coding: Legal professionals n.e.c.	Job SOC coding: Legal professionals n.e.c.	binary	91149	176.0	90973.0	UK Biobank
1967	22617_2421-Job_SOC_coding_Chartered_and_certified_accountants	22617_2421	Job SOC coding: Chartered and certified accountants	Job SOC coding: Chartered and certified accountants	binary	91149	1972.0	89177.0	UK Biobank
1968	22617_2422-Job_SOC_coding_Management_accountants	22617_2422	Job SOC coding: Management accountants	Job SOC coding: Management accountants	binary	91149	769.0	90380.0	UK Biobank
1969	22617_2423-Job_SOC_coding_Management_consultants_actuaries_economists_and_statisticians	22617_2423	Job SOC coding: Management consultants, actuaries, economists and statisticians	Job SOC coding: Management consultants, actuaries, economists and statisticians	binary	91149	1070.0	90079.0	UK Biobank
1970	22617_2431-Job_SOC_coding_Architects	22617_2431	Job SOC coding: Architects	Job SOC coding: Architects	binary	91149	773.0	90376.0	UK Biobank
1971	22617_2432-Job_SOC_coding_Town_planners	22617_2432	Job SOC coding: Town planners	Job SOC coding: Town planners	binary	91149	221.0	90928.0	UK Biobank
1972	22617_2433-Job_SOC_coding_Quantity_surveyors	22617_2433	Job SOC coding: Quantity surveyors	Job SOC coding: Quantity surveyors	binary	91149	430.0	90719.0	UK Biobank
1973	22617_2434-Job_SOC_coding_Chartered_surveyors_not_quantity_surveyors	22617_2434	Job SOC coding: Chartered surveyors (not quantity surveyors)	Job SOC coding: Chartered surveyors (not quantity surveyors)	binary	91149	793.0	90356.0	UK Biobank
1974	22617_2441-Job_SOC_coding_Public_service_administrative_professionals	22617_2441	Job SOC coding: Public service administrative professionals	Job SOC coding: Public service administrative professionals	binary	91149	1352.0	89797.0	UK Biobank
1975	22617_2442-Job_SOC_coding_Social_workers	22617_2442	Job SOC coding: Social workers	Job SOC coding: Social workers	binary	91149	1509.0	89640.0	UK Biobank
1976	22617_2443-Job_SOC_coding_Probation_officers	22617_2443	Job SOC coding: Probation officers	Job SOC coding: Probation officers	binary	91149	240.0	90909.0	UK Biobank
1977	22617_2444-Job_SOC_coding_Clergy	22617_2444	Job SOC coding: Clergy	Job SOC coding: Clergy	binary	91149	533.0	90616.0	UK Biobank
1978	22617_2451-Job_SOC_coding_Librarians	22617_2451	Job SOC coding: Librarians	Job SOC coding: Librarians	binary	91149	1248.0	89901.0	UK Biobank
1979	22617_2452-Job_SOC_coding_Archivists_and_curators	22617_2452	Job SOC coding: Archivists and curators	Job SOC coding: Archivists and curators	binary	91149	283.0	90866.0	UK Biobank
1980	22617_3111-Job_SOC_coding_Laboratory_technicians	22617_3111	Job SOC coding: Laboratory technicians	Job SOC coding: Laboratory technicians	binary	91149	2602.0	88547.0	UK Biobank
1981	22617_3112-Job_SOC_coding_Electricalelectronics_technicians	22617_3112	Job SOC coding: Electrical/electronics technicians	Job SOC coding: Electrical/electronics technicians	binary	91149	953.0	90196.0	UK Biobank
1982	22617_3113-Job_SOC_coding_Engineering_technicians	22617_3113	Job SOC coding: Engineering technicians	Job SOC coding: Engineering technicians	binary	91149	1043.0	90106.0	UK Biobank
1983	22617_3114-Job_SOC_coding_Building_and_civil_engineering_technicians	22617_3114	Job SOC coding: Building and civil engineering technicians	Job SOC coding: Building and civil engineering technicians	binary	91149	129.0	91020.0	UK Biobank
1984	22617_3115-Job_SOC_coding_Quality_assurance_technicians	22617_3115	Job SOC coding: Quality assurance technicians	Job SOC coding: Quality assurance technicians	binary	91149	354.0	90795.0	UK Biobank
1985	22617_3119-Job_SOC_coding_Science_and_engineering_technicians_nec	22617_3119	Job SOC coding: Science and engineering technicians n.e.c.	Job SOC coding: Science and engineering technicians n.e.c.	binary	91149	2018.0	89131.0	UK Biobank
1986	22617_3121-Job_SOC_coding_Architectural_technologists_and_town_planning_technicians	22617_3121	Job SOC coding: Architectural technologists and town planning technicians	Job SOC coding: Architectural technologists and town planning technicians	binary	91149	181.0	90968.0	UK Biobank
1987	22617_3122-Job_SOC_coding_Draughtspersons	22617_3122	Job SOC coding: Draughtspersons	Job SOC coding: Draughtspersons	binary	91149	290.0	90859.0	UK Biobank
1988	22617_3131-Job_SOC_coding_IT_operations_technicians	22617_3131	Job SOC coding: IT operations technicians	Job SOC coding: IT operations technicians	binary	91149	1102.0	90047.0	UK Biobank
1989	22617_3132-Job_SOC_coding_IT_user_support_technicians	22617_3132	Job SOC coding: IT user support technicians	Job SOC coding: IT user support technicians	binary	91149	707.0	90442.0	UK Biobank
1990	22617_3211-Job_SOC_coding_Nurses	22617_3211	Job SOC coding: Nurses	Job SOC coding: Nurses	binary	91149	5062.0	86087.0	UK Biobank
1991	22617_3212-Job_SOC_coding_Midwives	22617_3212	Job SOC coding: Midwives	Job SOC coding: Midwives	binary	91149	726.0	90423.0	UK Biobank
1992	22617_3213-Job_SOC_coding_Paramedics	22617_3213	Job SOC coding: Paramedics	Job SOC coding: Paramedics	binary	91149	101.0	91048.0	UK Biobank
1993	22617_3214-Job_SOC_coding_Medical_radiographers	22617_3214	Job SOC coding: Medical radiographers	Job SOC coding: Medical radiographers	binary	91149	142.0	91007.0	UK Biobank
1994	22617_3215-Job_SOC_coding_Chiropodists	22617_3215	Job SOC coding: Chiropodists	Job SOC coding: Chiropodists	binary	91149	132.0	91017.0	UK Biobank
1995	22617_3217-Job_SOC_coding_Pharmaceutical_dispensers	22617_3217	Job SOC coding: Pharmaceutical dispensers	Job SOC coding: Pharmaceutical dispensers	binary	91149	169.0	90980.0	UK Biobank
1996	22617_3218-Job_SOC_coding_Medical_and_dental_technicians	22617_3218	Job SOC coding: Medical and dental technicians	Job SOC coding: Medical and dental technicians	binary	91149	374.0	90775.0	UK Biobank
1997	22617_3221-Job_SOC_coding_Physiotherapists	22617_3221	Job SOC coding: Physiotherapists	Job SOC coding: Physiotherapists	binary	91149	485.0	90664.0	UK Biobank
1998	22617_3222-Job_SOC_coding_Occupational_therapists	22617_3222	Job SOC coding: Occupational therapists	Job SOC coding: Occupational therapists	binary	91149	299.0	90850.0	UK Biobank
1999	22617_3223-Job_SOC_coding_Speech_and_language_therapists	22617_3223	Job SOC coding: Speech and language therapists	Job SOC coding: Speech and language therapists	binary	91149	152.0	90997.0	UK Biobank
2000	22617_3229-Job_SOC_coding_Therapists_nec	22617_3229	Job SOC coding: Therapists n.e.c.	Job SOC coding: Therapists n.e.c.	binary	91149	884.0	90265.0	UK Biobank
2001	22617_3231-Job_SOC_coding_Youth_and_community_workers	22617_3231	Job SOC coding: Youth and community workers	Job SOC coding: Youth and community workers	binary	91149	1062.0	90087.0	UK Biobank
2002	22617_3232-Job_SOC_coding_Housing_and_welfare_officers	22617_3232	Job SOC coding: Housing and welfare officers	Job SOC coding: Housing and welfare officers	binary	91149	509.0	90640.0	UK Biobank
2003	22617_3311-Job_SOC_coding_NCOs_and_other_ranks	22617_3311	Job SOC coding: NCOs and other ranks	Job SOC coding: NCOs and other ranks	binary	91149	2058.0	89091.0	UK Biobank
2004	22617_3312-Job_SOC_coding_Police_officers_sergeant_and_below	22617_3312	Job SOC coding: Police officers (sergeant and below)	Job SOC coding: Police officers (sergeant and below)	binary	91149	1168.0	89981.0	UK Biobank
2005	22617_3313-Job_SOC_coding_Fire_service_officers_leading_fire_officer_and_below	22617_3313	Job SOC coding: Fire service officers (leading fire officer and below)	Job SOC coding: Fire service officers (leading fire officer and below)	binary	91149	197.0	90952.0	UK Biobank
2006	22617_3314-Job_SOC_coding_Prison_service_officers_below_principal_officer	22617_3314	Job SOC coding: Prison service officers (below principal officer)	Job SOC coding: Prison service officers (below principal officer)	binary	91149	111.0	91038.0	UK Biobank
2007	22617_3319-Job_SOC_coding_Protective_service_associate_professionals_nec	22617_3319	Job SOC coding: Protective service associate professionals n.e.c.	Job SOC coding: Protective service associate professionals n.e.c.	binary	91149	138.0	91011.0	UK Biobank
2008	22617_3411-Job_SOC_coding_Artists	22617_3411	Job SOC coding: Artists	Job SOC coding: Artists	binary	91149	191.0	90958.0	UK Biobank
2009	22617_3412-Job_SOC_coding_Authors_writers	22617_3412	Job SOC coding: Authors, writers	Job SOC coding: Authors, writers	binary	91149	313.0	90836.0	UK Biobank
2010	22617_3413-Job_SOC_coding_Actors_entertainers	22617_3413	Job SOC coding: Actors, entertainers	Job SOC coding: Actors, entertainers	binary	91149	192.0	90957.0	UK Biobank
2011	22617_3415-Job_SOC_coding_Musicians	22617_3415	Job SOC coding: Musicians	Job SOC coding: Musicians	binary	91149	165.0	90984.0	UK Biobank
2012	22617_3416-Job_SOC_coding_Arts_officers_producers_and_directors	22617_3416	Job SOC coding: Arts officers, producers and directors	Job SOC coding: Arts officers, producers and directors	binary	91149	265.0	90884.0	UK Biobank
2013	22617_3421-Job_SOC_coding_Graphic_designers	22617_3421	Job SOC coding: Graphic designers	Job SOC coding: Graphic designers	binary	91149	320.0	90829.0	UK Biobank
2014	22617_3422-Job_SOC_coding_Product_clothing_and_related_designers	22617_3422	Job SOC coding: Product, clothing and related designers	Job SOC coding: Product, clothing and related designers	binary	91149	235.0	90914.0	UK Biobank
2015	22617_3431-Job_SOC_coding_Journalists_newspaper_and_periodical_editors	22617_3431	Job SOC coding: Journalists, newspaper and periodical editors	Job SOC coding: Journalists, newspaper and periodical editors	binary	91149	507.0	90642.0	UK Biobank
2016	22617_3432-Job_SOC_coding_Broadcasting_associate_professionals	22617_3432	Job SOC coding: Broadcasting associate professionals	Job SOC coding: Broadcasting associate professionals	binary	91149	396.0	90753.0	UK Biobank
2017	22617_3433-Job_SOC_coding_Public_relations_officers	22617_3433	Job SOC coding: Public relations officers	Job SOC coding: Public relations officers	binary	91149	517.0	90632.0	UK Biobank
2018	22617_3434-Job_SOC_coding_Photographers_and_audiovisual_equipment_operators	22617_3434	Job SOC coding: Photographers and audio-visual equipment operators	Job SOC coding: Photographers and audio-visual equipment operators	binary	91149	420.0	90729.0	UK Biobank
2019	22617_3442-Job_SOC_coding_Sports_coaches_instructors_and_officials	22617_3442	Job SOC coding: Sports coaches, instructors and officials	Job SOC coding: Sports coaches, instructors and officials	binary	91149	242.0	90907.0	UK Biobank
2020	22617_3512-Job_SOC_coding_Aircraft_pilots_and_flight_engineers	22617_3512	Job SOC coding: Aircraft pilots and flight engineers	Job SOC coding: Aircraft pilots and flight engineers	binary	91149	116.0	91033.0	UK Biobank
2021	22617_3513-Job_SOC_coding_Ship_and_hovercraft_officers	22617_3513	Job SOC coding: Ship and hovercraft officers	Job SOC coding: Ship and hovercraft officers	binary	91149	342.0	90807.0	UK Biobank
2022	22617_3520-Job_SOC_coding_Legal_associate_professionals	22617_3520	Job SOC coding: Legal associate professionals	Job SOC coding: Legal associate professionals	binary	91149	140.0	91009.0	UK Biobank
2023	22617_3531-Job_SOC_coding_Estimators_valuers_and_assessors	22617_3531	Job SOC coding: Estimators, valuers and assessors	Job SOC coding: Estimators, valuers and assessors	binary	91149	467.0	90682.0	UK Biobank
2024	22617_3532-Job_SOC_coding_Brokers	22617_3532	Job SOC coding: Brokers	Job SOC coding: Brokers	binary	91149	665.0	90484.0	UK Biobank
2025	22617_3533-Job_SOC_coding_Insurance_underwriters	22617_3533	Job SOC coding: Insurance underwriters	Job SOC coding: Insurance underwriters	binary	91149	513.0	90636.0	UK Biobank
2026	22617_3534-Job_SOC_coding_Finance_and_investment_analystsadvisers	22617_3534	Job SOC coding: Finance and investment analysts/advisers	Job SOC coding: Finance and investment analysts/advisers	binary	91149	868.0	90281.0	UK Biobank
2027	22617_3535-Job_SOC_coding_Taxation_experts	22617_3535	Job SOC coding: Taxation experts	Job SOC coding: Taxation experts	binary	91149	260.0	90889.0	UK Biobank
2028	22617_3536-Job_SOC_coding_Importers_exporters	22617_3536	Job SOC coding: Importers, exporters	Job SOC coding: Importers, exporters	binary	91149	146.0	91003.0	UK Biobank
2029	22617_3537-Job_SOC_coding_Financial_and_accounting_technicians	22617_3537	Job SOC coding: Financial and accounting technicians	Job SOC coding: Financial and accounting technicians	binary	91149	1526.0	89623.0	UK Biobank
2030	22617_3539-Job_SOC_coding_Business_and_related_associate_professionals_nec	22617_3539	Job SOC coding: Business and related associate professionals n.e.c.	Job SOC coding: Business and related associate professionals n.e.c.	binary	91149	1980.0	89169.0	UK Biobank
2031	22617_3541-Job_SOC_coding_Buyers_and_purchasing_officers	22617_3541	Job SOC coding: Buyers and purchasing officers	Job SOC coding: Buyers and purchasing officers	binary	91149	404.0	90745.0	UK Biobank
2032	22617_3542-Job_SOC_coding_Sales_representatives	22617_3542	Job SOC coding: Sales representatives	Job SOC coding: Sales representatives	binary	91149	1142.0	90007.0	UK Biobank
2033	22617_3543-Job_SOC_coding_Marketing_associate_professionals	22617_3543	Job SOC coding: Marketing associate professionals	Job SOC coding: Marketing associate professionals	binary	91149	671.0	90478.0	UK Biobank
2034	22617_3544-Job_SOC_coding_Estate_agents_auctioneers	22617_3544	Job SOC coding: Estate agents, auctioneers	Job SOC coding: Estate agents, auctioneers	binary	91149	288.0	90861.0	UK Biobank
2035	22617_3561-Job_SOC_coding_Public_service_associate_professionals	22617_3561	Job SOC coding: Public service associate professionals	Job SOC coding: Public service associate professionals	binary	91149	3281.0	87868.0	UK Biobank
2036	22617_3562-Job_SOC_coding_Personnel_and_industrial_relations_officers	22617_3562	Job SOC coding: Personnel and industrial relations officers	Job SOC coding: Personnel and industrial relations officers	binary	91149	1446.0	89703.0	UK Biobank
2037	22617_3563-Job_SOC_coding_Vocational_and_industrial_trainers_and_instructors	22617_3563	Job SOC coding: Vocational and industrial trainers and instructors	Job SOC coding: Vocational and industrial trainers and instructors	binary	91149	1015.0	90134.0	UK Biobank
2038	22617_3564-Job_SOC_coding_Careers_advisers_and_vocational_guidance_specialists	22617_3564	Job SOC coding: Careers advisers and vocational guidance specialists	Job SOC coding: Careers advisers and vocational guidance specialists	binary	91149	390.0	90759.0	UK Biobank
2039	22617_3567-Job_SOC_coding_Occupational_hygienists_and_safety_officers_health_and_safety	22617_3567	Job SOC coding: Occupational hygienists and safety officers (health and safety)	Job SOC coding: Occupational hygienists and safety officers (health and safety)	binary	91149	348.0	90801.0	UK Biobank
2040	22617_4111-Job_SOC_coding_Civil_Service_executive_officers	22617_4111	Job SOC coding: Civil Service executive officers	Job SOC coding: Civil Service executive officers	binary	91149	3475.0	87674.0	UK Biobank
2041	22617_4112-Job_SOC_coding_Civil_Service_administrative_officers_and_assistants	22617_4112	Job SOC coding: Civil Service administrative officers and assistants	Job SOC coding: Civil Service administrative officers and assistants	binary	91149	4090.0	87059.0	UK Biobank
2042	22617_4113-Job_SOC_coding_Local_government_clerical_officers_and_assistants	22617_4113	Job SOC coding: Local government clerical officers and assistants	Job SOC coding: Local government clerical officers and assistants	binary	91149	4823.0	86326.0	UK Biobank
2043	22617_4114-Job_SOC_coding_Officers_of_nongovernmental_organisations	22617_4114	Job SOC coding: Officers of non-governmental organisations	Job SOC coding: Officers of non-governmental organisations	binary	91149	1579.0	89570.0	UK Biobank
2044	22617_4121-Job_SOC_coding_Credit_controllers	22617_4121	Job SOC coding: Credit controllers	Job SOC coding: Credit controllers	binary	91149	406.0	90743.0	UK Biobank
2045	22617_4122-Job_SOC_coding_Accounts_and_wages_clerks_bookkeepers_other_financial_clerks	22617_4122	Job SOC coding: Accounts and wages clerks, book-keepers, other financial clerks	Job SOC coding: Accounts and wages clerks, book-keepers, other financial clerks	binary	91149	2752.0	88397.0	UK Biobank
2046	22617_4123-Job_SOC_coding_Counter_clerks	22617_4123	Job SOC coding: Counter clerks	Job SOC coding: Counter clerks	binary	91149	3157.0	87992.0	UK Biobank
2047	22617_4131-Job_SOC_coding_Filing_and_other_records_assistantsclerks	22617_4131	Job SOC coding: Filing and other records assistants/clerks	Job SOC coding: Filing and other records assistants/clerks	binary	91149	1537.0	89612.0	UK Biobank
2048	22617_4132-Job_SOC_coding_Pensions_and_insurance_clerks	22617_4132	Job SOC coding: Pensions and insurance clerks	Job SOC coding: Pensions and insurance clerks	binary	91149	1270.0	89879.0	UK Biobank
